company,month,market_condition,budget,marketing_spend,rnd_spend,pricing_strategy,product_quality,customer_base,action_taken,action_intensity,revenue,profit_margin,market_share,innovation_score
GammaRetail,22,stagnation,206309,111311,132738,0.82,5.19,15230,expand_market,4,1097774,0.29,0.1843,7.85
DeltaHealth,7,recession,586934,197823,199246,0.81,6.96,88015,price_cut,8,1002849,0.26,0.2011,9.87
DeltaHealth,21,growth,99440,64024,248171,1.15,1.28,54983,invest_rnd,1,163561,0.35,0.254,1.62
GammaRetail,6,stagnation,675192,115649,13789,0.89,9.35,77086,marketing_blitz,6,971785,0.06,0.9341,4.07
BetaTech,11,stagnation,526861,58613,10994,0.8,4.19,54489,launch_product,5,887378,0.36,0.1318,5.85
GammaRetail,17,stagnation,981836,33637,32114,1.1,4.9,30207,marketing_blitz,2,1997533,0.08,0.6462,5.11
DeltaHealth,19,growth,547573,110359,217811,1.13,5.84,5152,invest_rnd,2,1008756,0.06,0.7418,8.2
GammaRetail,12,recession,212231,148292,229663,0.91,6.8,74796,price_cut,6,1546021,0.08,0.894,1.58
BetaTech,21,recession,107918,177699,76470,1.13,2.13,35914,launch_product,8,18244,0.28,0.0448,6.37
AlphaCorp,21,stagnation,135332,96687,296015,1.12,4.3,48677,expand_market,6,28436,0.24,0.2766,4.56
BetaTech,24,recession,120859,179512,235867,0.99,6.37,42812,invest_rnd,1,891384,0.31,0.0071,8.42
BetaTech,13,stagnation,209670,198845,235680,1.18,5.75,34621,marketing_blitz,3,909890,0.31,0.9046,3.67
DeltaHealth,18,stagnation,363689,11833,283358,1.14,1.46,36269,price_cut,1,70467,0.17,0.0128,7.41
BetaTech,7,growth,398144,40770,73241,0.81,7.75,24244,launch_product,4,185229,0.38,0.3496,9.3
BetaTech,23,stagnation,454470,50921,124547,1.16,4.48,77131,invest_rnd,4,461155,0.34,0.4904,4.94
DeltaHealth,5,stagnation,362308,99048,52034,1.02,1.18,73587,launch_product,10,1869087,0.3,0.8712,3.9
DeltaHealth,16,growth,736912,171613,144119,0.99,8.17,56506,invest_rnd,4,539732,0.17,0.8873,5.68
AlphaCorp,22,growth,695224,139047,88197,1.18,1.05,65108,launch_product,5,218822,0.09,0.2092,5.84
GammaRetail,4,recession,85128,48956,296052,0.91,2.82,5587,launch_product,3,1756594,0.26,0.9903,1.72
BetaTech,23,growth,666533,7679,225581,0.98,7.52,82621,price_cut,10,1194678,0.24,0.2799,3.22
DeltaHealth,1,stagnation,772842,35177,253580,0.87,6.34,7404,marketing_blitz,7,335226,0.05,0.9025,9.46
AlphaCorp,4,growth,839944,119074,62732,1.15,6.02,94633,price_cut,1,291877,0.06,0.8237,2.4
GammaRetail,3,growth,647942,23491,173625,0.83,5.56,16050,invest_rnd,10,1703786,0.32,0.5673,5.32
DeltaHealth,4,recession,432431,198025,37553,0.81,9.62,97260,expand_market,9,160649,0.18,0.865,9.22
GammaRetail,1,growth,379031,10675,179753,0.86,1.54,59667,marketing_blitz,2,641661,0.12,0.7163,2.14
GammaRetail,12,stagnation,491594,17753,288948,1.05,5.16,66346,expand_market,8,597907,0.11,0.1207,5.04
BetaTech,13,stagnation,425265,50260,231875,0.85,9.72,50484,launch_product,1,1214077,0.29,0.3686,9.04
BetaTech,2,stagnation,831137,35683,195388,1.17,3.36,51322,launch_product,4,913481,0.15,0.1008,4.92
DeltaHealth,9,growth,200531,14942,69501,1.07,1.3,89065,expand_market,10,217742,0.16,0.8332,5.95
GammaRetail,7,growth,594576,20747,170713,1.07,5.28,84713,expand_market,7,1834645,0.22,0.5699,5.46
DeltaHealth,13,stagnation,434692,69423,193429,1.19,7.94,72533,marketing_blitz,1,126892,0.2,0.0006,2.22
DeltaHealth,22,growth,322683,55966,141789,0.82,2.81,25097,marketing_blitz,10,632189,0.34,0.9243,4.94
GammaRetail,2,recession,263519,127601,13806,1.06,3.23,78690,invest_rnd,2,1653883,0.25,0.6213,5.06
DeltaHealth,1,recession,191917,157756,297107,1.16,2.45,4844,invest_rnd,8,1335548,0.38,0.3061,3.22
GammaRetail,18,recession,883302,141461,27219,1.05,4.23,23077,price_cut,3,719171,0.18,0.6389,8.06
GammaRetail,7,recession,126702,9755,133118,0.98,8.96,88904,price_cut,6,1756467,0.34,0.4418,8.49
GammaRetail,18,stagnation,63467,123593,285679,0.81,2.83,73329,launch_product,8,1599381,0.28,0.0913,4.19
GammaRetail,19,growth,96436,176841,119015,0.87,3.36,63849,launch_product,4,715593,0.39,0.6516,1.85
AlphaCorp,8,recession,727391,1643,41506,1.17,8.96,66893,launch_product,9,1654229,0.17,0.0511,7.83
GammaRetail,23,stagnation,530296,21663,38499,1.19,9.36,16051,price_cut,10,687243,0.31,0.8128,1.53
BetaTech,12,recession,570746,100594,140156,1.0,1.48,16218,marketing_blitz,9,568520,0.28,0.0613,9.3
BetaTech,11,growth,276369,183741,59644,1.16,5.87,71767,expand_market,8,335174,0.29,0.6076,4.51
BetaTech,9,recession,359087,179353,230944,0.99,3.67,23781,invest_rnd,9,1383757,0.29,0.3545,5.88
GammaRetail,4,recession,249887,58020,94598,0.86,2.52,66413,invest_rnd,10,915851,0.14,0.3444,9.29
BetaTech,7,recession,572484,191102,51106,0.83,5.66,91655,price_cut,9,1348426,0.13,0.2923,7.69
AlphaCorp,17,recession,565314,41317,72741,1.13,8.01,41707,price_cut,5,1413581,0.2,0.1405,1.19
DeltaHealth,11,growth,597404,4184,182866,1.18,2.54,52913,expand_market,10,1609409,0.15,0.4788,2.48
GammaRetail,2,stagnation,234240,177097,228930,0.96,3.91,97918,price_cut,10,786693,0.11,0.5235,1.26
BetaTech,23,recession,456234,156933,285492,0.85,6.12,61147,invest_rnd,1,816108,0.38,0.8922,1.84
AlphaCorp,18,stagnation,983244,99426,104508,1.14,9.03,58097,price_cut,3,1975708,0.18,0.8158,7.35
DeltaHealth,22,growth,946222,123840,64981,0.94,9.02,22188,invest_rnd,10,829507,0.1,0.0464,6.75
AlphaCorp,12,growth,987824,121828,213071,0.99,6.94,70112,launch_product,7,1503257,0.12,0.2457,6.24
BetaTech,9,recession,261090,115775,21050,1.2,7.63,13259,launch_product,10,204375,0.23,0.9525,3.83
AlphaCorp,11,stagnation,446655,99845,113245,1.07,1.98,33309,expand_market,2,1312730,0.15,0.213,2.87
DeltaHealth,5,recession,590984,95886,201568,1.09,7.1,1585,price_cut,10,108124,0.34,0.5405,3.85
BetaTech,7,growth,590236,140243,174161,0.91,4.02,83740,launch_product,5,1693693,0.19,0.0999,6.09
DeltaHealth,1,recession,550027,37815,9323,0.9,7.42,94601,invest_rnd,7,340194,0.31,0.0453,3.31
AlphaCorp,24,recession,814306,78385,149407,0.92,2.15,20431,expand_market,2,410554,0.16,0.8363,9.92
GammaRetail,5,stagnation,522511,177094,291341,1.04,6.25,87615,marketing_blitz,5,1882183,0.05,0.0835,1.85
GammaRetail,6,growth,373106,173923,122280,1.17,4.23,31427,invest_rnd,3,392232,0.24,0.0817,8.65
GammaRetail,13,recession,398285,174640,245021,1.07,4.85,98661,marketing_blitz,7,773201,0.12,0.7245,1.91
GammaRetail,11,recession,848624,103819,217371,0.91,1.98,2220,launch_product,7,1671952,0.1,0.4662,7.5
DeltaHealth,8,recession,597650,47802,147346,1.06,7.21,70175,invest_rnd,1,609648,0.08,0.1683,1.02
GammaRetail,20,stagnation,599359,83611,169929,0.86,7.71,24108,invest_rnd,6,1481159,0.34,0.4315,6.01
DeltaHealth,2,growth,436004,5612,153134,0.97,2.21,78474,marketing_blitz,7,634486,0.25,0.5917,6.45
BetaTech,15,recession,497207,59057,29654,1.16,5.53,43717,marketing_blitz,6,294968,0.29,0.5716,2.57
GammaRetail,10,recession,440742,35047,276794,0.9,8.08,36185,price_cut,3,1187309,0.25,0.5946,9.05
DeltaHealth,8,recession,311935,145013,138524,1.02,3.01,51720,price_cut,8,1003023,0.25,0.6464,8.15
GammaRetail,2,growth,510780,67451,49197,0.83,1.83,87941,marketing_blitz,7,1841573,0.31,0.2876,1.44
GammaRetail,21,stagnation,207740,142227,90773,0.84,9.2,81544,marketing_blitz,1,1867504,0.38,0.0093,5.17
GammaRetail,15,stagnation,655514,195550,290206,0.83,7.87,98791,marketing_blitz,4,163204,0.14,0.0178,8.48
DeltaHealth,6,recession,833171,171995,159835,0.88,3.74,48594,marketing_blitz,7,113740,0.27,0.821,7.54
AlphaCorp,5,recession,816915,182528,238262,0.98,7.6,8485,expand_market,10,521345,0.32,0.6335,7.08
GammaRetail,22,stagnation,669406,146576,29293,1.17,1.26,86435,invest_rnd,5,873359,0.3,0.216,9.56
GammaRetail,22,stagnation,970411,49493,97969,0.94,8.27,71038,expand_market,10,556359,0.31,0.5647,4.16
BetaTech,3,stagnation,148275,176486,107723,1.05,4.5,51786,invest_rnd,2,902774,0.35,0.1268,4.35
AlphaCorp,11,recession,642967,149712,47957,1.02,3.38,47391,launch_product,10,183993,0.25,0.176,9.34
DeltaHealth,11,recession,386599,129090,11859,0.86,2.89,73106,launch_product,9,1209220,0.14,0.7362,4.88
BetaTech,16,stagnation,177073,181251,293280,0.99,4.71,42720,marketing_blitz,9,520982,0.13,0.8922,1.28
GammaRetail,3,stagnation,923742,187411,174587,0.86,6.87,29554,price_cut,1,828180,0.36,0.746,8.07
BetaTech,9,growth,57574,31292,99575,0.92,8.15,32763,marketing_blitz,1,20340,0.38,0.1978,3.75
BetaTech,3,recession,289035,63250,283712,0.84,1.17,69038,expand_market,7,297661,0.18,0.4809,3.19
GammaRetail,19,growth,452522,72990,228411,0.89,9.47,18861,expand_market,6,917601,0.14,0.4142,8.12
AlphaCorp,11,stagnation,772573,152431,157454,0.95,8.53,10948,invest_rnd,6,1247827,0.09,0.9063,8.07
AlphaCorp,14,recession,84811,126759,192333,1.05,9.63,94216,invest_rnd,6,248458,0.06,0.2447,8.12
BetaTech,2,recession,437188,166236,109530,0.86,3.31,27475,expand_market,7,900302,0.09,0.1729,2.29
GammaRetail,7,growth,450897,78579,110622,1.04,2.44,90431,invest_rnd,8,1778094,0.4,0.9552,9.08
DeltaHealth,10,growth,537292,97552,246781,0.9,8.87,23421,expand_market,5,886220,0.06,0.06,5.17
BetaTech,10,growth,737074,34835,149235,0.83,1.17,34896,price_cut,2,349874,0.35,0.0154,1.16
DeltaHealth,20,growth,249722,177914,299855,1.17,4.74,75935,price_cut,9,1066739,0.22,0.2298,7.17
BetaTech,1,recession,824214,146211,17150,0.82,4.87,2365,marketing_blitz,1,1054305,0.35,0.6839,3.69
BetaTech,6,stagnation,311263,70319,22026,1.14,3.04,39447,launch_product,7,818592,0.2,0.2559,2.46
GammaRetail,21,stagnation,751781,26498,201062,1.09,3.09,60796,price_cut,2,1246263,0.22,0.8242,9.25
GammaRetail,14,stagnation,710213,46254,58644,0.92,7.01,18940,expand_market,8,1152926,0.28,0.2209,2.71
DeltaHealth,2,growth,142955,190560,101879,1.09,3.87,15711,marketing_blitz,7,567105,0.37,0.6883,2.57
DeltaHealth,6,stagnation,287471,140162,233929,0.91,1.93,4765,invest_rnd,5,1155538,0.32,0.698,8.75
AlphaCorp,1,growth,339606,8181,220682,1.12,4.04,86306,price_cut,4,1051177,0.11,0.6852,7.75
GammaRetail,3,growth,636453,187943,88518,0.84,5.5,87789,invest_rnd,3,1312300,0.32,0.1754,1.53
BetaTech,4,stagnation,435130,177859,262038,0.81,1.37,72704,launch_product,10,1922219,0.36,0.9338,8.14
BetaTech,13,stagnation,277713,188031,129912,0.86,9.92,28551,marketing_blitz,7,215905,0.14,0.7891,4.29
AlphaCorp,3,stagnation,843031,72413,72514,1.09,7.37,21598,invest_rnd,2,1027068,0.12,0.7416,6.28
GammaRetail,15,recession,734806,101225,299032,1.19,2.02,80932,expand_market,8,235939,0.12,0.0521,8.48
BetaTech,13,growth,707701,70555,184685,1.06,1.39,97162,invest_rnd,3,549452,0.24,0.8578,1.93
AlphaCorp,22,recession,891903,21672,136850,1.15,9.92,10533,price_cut,4,587623,0.08,0.2602,6.73
AlphaCorp,11,stagnation,357156,60835,157963,0.81,6.63,68912,marketing_blitz,5,875261,0.4,0.2988,2.79
BetaTech,4,recession,567226,194593,218742,0.96,6.4,74240,invest_rnd,6,1500588,0.38,0.8261,7.87
BetaTech,17,recession,241997,54204,218532,1.03,3.0,97998,marketing_blitz,1,1049915,0.39,0.1629,9.48
DeltaHealth,5,stagnation,690226,6084,177176,0.96,8.87,28224,launch_product,4,1163614,0.22,0.7105,4.87
GammaRetail,21,stagnation,339361,115781,286250,1.09,1.63,31384,price_cut,2,513386,0.11,0.3033,2.63
DeltaHealth,24,growth,662680,9489,278748,0.89,7.89,80206,invest_rnd,10,614675,0.34,0.8657,6.28
AlphaCorp,8,growth,581696,9704,104414,0.91,2.2,65170,price_cut,2,1722808,0.36,0.2273,8.41
BetaTech,21,recession,347985,90493,27831,1.0,8.23,39182,marketing_blitz,6,1012008,0.19,0.5428,2.02
DeltaHealth,24,stagnation,464970,127279,243584,1.07,2.93,63701,expand_market,3,95370,0.31,0.6471,1.91
AlphaCorp,10,growth,830329,182132,246460,0.85,9.77,95369,launch_product,10,940795,0.32,0.4623,8.39
GammaRetail,7,growth,743673,134325,26440,0.92,2.83,66322,launch_product,5,1427241,0.27,0.9894,3.8
BetaTech,17,recession,697248,52177,159228,0.91,6.41,66723,price_cut,7,56511,0.36,0.4526,3.93
DeltaHealth,7,recession,159031,87239,272466,0.99,8.81,7061,invest_rnd,5,1769379,0.12,0.8601,3.08
GammaRetail,24,recession,247523,105485,281102,1.19,4.9,78613,expand_market,5,832868,0.2,0.4126,2.2
DeltaHealth,19,stagnation,394325,46503,90224,0.96,5.24,92969,price_cut,10,1446914,0.33,0.3603,6.05
AlphaCorp,9,growth,481498,130867,69076,1.14,9.52,75166,expand_market,5,1073148,0.31,0.1099,9.08
GammaRetail,24,growth,884244,165659,17661,0.96,1.65,59579,invest_rnd,6,282717,0.35,0.1836,9.27
DeltaHealth,2,growth,954439,20948,232013,0.93,5.61,77502,launch_product,8,344543,0.36,0.7813,8.74
GammaRetail,22,recession,702617,58454,117413,0.84,4.61,97542,expand_market,6,993083,0.29,0.2036,7.97
AlphaCorp,20,stagnation,369446,130016,217851,1.08,5.46,80468,marketing_blitz,7,102029,0.36,0.3523,8.73
GammaRetail,19,recession,544560,105939,85993,0.92,3.65,58771,invest_rnd,7,959572,0.13,0.089,2.69
DeltaHealth,6,recession,120439,192059,153066,1.08,1.64,65026,invest_rnd,10,1653979,0.08,0.806,3.46
AlphaCorp,10,stagnation,965327,62803,107565,0.95,3.25,59644,price_cut,8,1893192,0.39,0.6935,1.18
BetaTech,13,stagnation,882035,93671,273445,0.81,1.19,20186,price_cut,4,158657,0.26,0.0687,9.01
DeltaHealth,2,recession,363958,198274,266975,0.86,2.11,17872,marketing_blitz,9,1448979,0.25,0.4306,6.39
DeltaHealth,10,stagnation,290562,166985,236390,1.11,3.2,52499,invest_rnd,4,629932,0.35,0.6483,4.9
AlphaCorp,10,recession,958078,72356,187159,0.89,3.66,94741,price_cut,4,837090,0.07,0.5082,1.23
AlphaCorp,5,growth,744369,186340,8687,0.89,4.38,3440,expand_market,8,988121,0.18,0.8172,9.21
BetaTech,22,stagnation,563168,89661,112791,0.93,9.1,62349,launch_product,5,120542,0.12,0.9092,1.58
DeltaHealth,4,growth,794217,152101,40427,0.87,6.09,21062,invest_rnd,6,931856,0.38,0.1191,5.56
AlphaCorp,23,stagnation,609028,1258,256803,1.02,9.05,80702,marketing_blitz,4,270699,0.1,0.9329,3.57
BetaTech,2,recession,231551,142392,33259,1.01,1.58,35891,expand_market,4,630155,0.39,0.7606,4.24
BetaTech,7,recession,333418,45925,45334,1.05,3.99,27365,invest_rnd,10,770346,0.24,0.2743,5.69
AlphaCorp,18,recession,733821,168373,150374,1.19,4.48,11727,launch_product,1,733043,0.4,0.9749,1.52
DeltaHealth,17,recession,417170,46914,271552,0.85,1.54,43113,price_cut,4,708470,0.14,0.5538,8.96
GammaRetail,11,recession,899274,105806,247617,0.95,9.31,22596,marketing_blitz,2,501718,0.33,0.8498,7.17
GammaRetail,21,recession,794594,93525,288139,1.0,3.59,81502,launch_product,5,1282363,0.06,0.2613,2.96
BetaTech,18,stagnation,845463,14406,106253,1.16,8.04,74874,price_cut,1,86943,0.06,0.8873,7.12
GammaRetail,8,stagnation,286624,49414,176678,1.05,5.21,46965,launch_product,7,283108,0.17,0.1777,3.5
GammaRetail,12,growth,881228,194215,91435,0.97,5.04,6695,invest_rnd,9,539396,0.33,0.6109,2.33
AlphaCorp,24,stagnation,143425,62097,59346,0.82,8.63,85021,price_cut,3,1419071,0.39,0.3964,9.57
BetaTech,1,stagnation,405904,6689,24828,1.1,4.01,12926,price_cut,1,1784357,0.39,0.1132,1.39
DeltaHealth,20,growth,892310,66183,169873,1.02,1.37,17411,expand_market,2,1878440,0.18,0.0096,9.51
BetaTech,21,growth,853363,108677,136521,1.07,5.65,68762,launch_product,8,1446849,0.17,0.2111,1.46
AlphaCorp,12,recession,357266,163266,161311,0.93,3.14,97083,marketing_blitz,1,1150027,0.29,0.214,4.32
GammaRetail,6,growth,782754,166714,294697,0.9,4.1,62559,price_cut,4,446450,0.24,0.0666,6.13
DeltaHealth,3,growth,898553,92006,188626,1.05,4.23,79345,price_cut,4,1138448,0.22,0.8281,3.39
BetaTech,5,stagnation,896402,67492,220046,0.97,9.01,67891,launch_product,10,1827727,0.24,0.2678,5.36
GammaRetail,14,recession,793009,104835,270316,0.94,8.82,59054,expand_market,2,1185901,0.2,0.8953,3.5
BetaTech,12,growth,538260,38257,144493,0.88,9.41,8831,invest_rnd,8,1237903,0.06,0.1614,1.77
DeltaHealth,13,recession,350464,55415,285320,0.96,6.18,20268,marketing_blitz,3,837093,0.29,0.9126,7.42
BetaTech,13,recession,250484,55174,273867,1.17,6.35,16020,price_cut,8,637106,0.11,0.4794,6.04
BetaTech,17,growth,793161,3057,33208,0.84,5.42,86078,price_cut,2,426452,0.09,0.3658,5.61
BetaTech,24,growth,895101,82406,45853,0.87,7.61,94014,expand_market,10,1732827,0.06,0.6264,3.53
GammaRetail,15,growth,217631,19761,243915,1.04,9.3,19695,marketing_blitz,9,1298101,0.4,0.0082,6.21
DeltaHealth,6,growth,134791,111427,133086,0.9,1.23,65673,launch_product,8,476171,0.19,0.3558,9.22
DeltaHealth,12,recession,417990,130504,134928,1.15,3.46,88397,price_cut,7,795712,0.36,0.5451,7.27
GammaRetail,2,stagnation,50574,83449,214996,1.14,1.46,1561,launch_product,1,1990802,0.36,0.7524,1.76
GammaRetail,4,recession,444317,61339,127952,0.97,4.06,50837,expand_market,3,1417307,0.34,0.3731,1.96
GammaRetail,20,recession,329903,114563,41429,1.07,8.63,90217,price_cut,1,895226,0.3,0.0171,5.38
AlphaCorp,21,recession,306762,127235,261245,1.11,5.34,52881,invest_rnd,5,585395,0.3,0.5649,4.8
BetaTech,12,growth,669326,119250,135817,0.93,9.02,71081,price_cut,7,301070,0.24,0.7092,9.44
BetaTech,3,growth,350146,77518,166886,0.93,8.74,32548,invest_rnd,6,79791,0.2,0.4135,6.01
DeltaHealth,17,stagnation,135868,59303,143034,0.8,2.27,99945,launch_product,9,427633,0.36,0.1876,2.76
BetaTech,6,stagnation,835739,17647,11145,0.89,3.55,96608,launch_product,5,1851299,0.08,0.8338,4.65
AlphaCorp,24,stagnation,915784,198085,233011,1.07,6.0,29147,invest_rnd,1,1373687,0.25,0.7495,3.95
GammaRetail,17,recession,253482,173387,210363,0.98,4.29,97798,launch_product,1,73445,0.29,0.2431,4.37
DeltaHealth,17,stagnation,850751,126064,74697,1.05,6.57,53220,marketing_blitz,8,1013305,0.19,0.1595,1.63
DeltaHealth,11,recession,423270,161814,213871,0.89,6.37,18582,price_cut,8,1011373,0.06,0.7609,2.21
BetaTech,23,growth,136384,25638,235583,1.04,1.29,87371,expand_market,5,1043934,0.15,0.5595,7.79
DeltaHealth,7,recession,743973,30607,213662,0.9,4.58,70180,marketing_blitz,1,886294,0.29,0.2067,2.0
GammaRetail,2,growth,73909,37940,271983,1.08,5.04,33135,marketing_blitz,4,1908286,0.33,0.474,5.63
DeltaHealth,19,growth,201853,112445,207837,0.86,9.01,72405,expand_market,7,1956959,0.4,0.16,5.96
GammaRetail,2,stagnation,498158,63072,23743,0.92,7.4,28132,launch_product,1,1812383,0.15,0.7013,9.53
AlphaCorp,22,growth,291090,19444,251179,0.88,3.09,30363,launch_product,9,1551945,0.16,0.247,9.55
AlphaCorp,13,stagnation,315894,163181,143593,0.81,6.27,77385,expand_market,9,1754795,0.1,0.6047,1.61
GammaRetail,24,stagnation,784020,150170,262283,1.16,4.74,98781,marketing_blitz,5,1151551,0.32,0.3979,3.55
BetaTech,24,stagnation,542819,15139,117168,0.83,9.1,94303,price_cut,5,813761,0.36,0.236,4.13
DeltaHealth,16,recession,169294,119602,72682,0.97,1.32,15094,marketing_blitz,4,465681,0.21,0.5234,7.53
BetaTech,17,stagnation,143177,108164,281896,0.94,9.97,8807,price_cut,1,943017,0.14,0.193,8.31
DeltaHealth,11,stagnation,198342,86519,186244,0.87,2.21,34209,price_cut,3,1746986,0.05,0.6842,7.99
AlphaCorp,9,growth,534886,129757,254066,0.98,6.68,96699,launch_product,6,271332,0.32,0.8798,2.72
AlphaCorp,24,recession,193071,189883,62738,1.0,3.67,4955,price_cut,7,877936,0.34,0.6561,8.83
AlphaCorp,9,stagnation,242200,61095,221430,0.91,5.58,6700,invest_rnd,7,1709069,0.28,0.8834,3.23
DeltaHealth,14,stagnation,343250,87356,198920,1.01,3.73,88308,invest_rnd,6,555088,0.26,0.6739,6.95
AlphaCorp,13,stagnation,136810,29060,148109,1.06,4.92,42615,marketing_blitz,3,138030,0.09,0.6379,6.0
AlphaCorp,11,growth,155306,172341,171491,1.01,3.08,13930,marketing_blitz,2,1639866,0.26,0.0615,5.26
AlphaCorp,12,growth,335129,122142,276217,1.16,1.74,69026,invest_rnd,9,1646171,0.38,0.1862,1.65
AlphaCorp,22,growth,957087,15523,177314,0.85,6.61,59727,marketing_blitz,3,1975201,0.32,0.4497,7.56
BetaTech,3,stagnation,579815,68279,73620,1.14,8.88,25878,launch_product,6,1342587,0.19,0.1601,7.82
AlphaCorp,1,stagnation,696870,96752,109984,0.86,6.05,50349,invest_rnd,5,1751394,0.09,0.3016,8.65
AlphaCorp,8,stagnation,236120,159725,107365,0.97,5.18,79630,expand_market,7,582757,0.15,0.1995,9.42
BetaTech,19,stagnation,725201,187981,71196,0.86,1.25,22298,launch_product,1,678682,0.28,0.6346,2.94
BetaTech,13,stagnation,467157,170372,262135,1.04,5.42,54632,marketing_blitz,8,270868,0.34,0.9488,5.73
DeltaHealth,7,growth,348210,148735,269502,0.94,7.63,19839,invest_rnd,6,1659715,0.18,0.8529,7.87
GammaRetail,13,stagnation,520342,89114,98338,0.98,2.42,49268,marketing_blitz,3,1423944,0.23,0.0577,1.97
AlphaCorp,6,recession,226404,112376,276755,0.87,7.88,26757,marketing_blitz,4,1000520,0.2,0.7768,3.19
AlphaCorp,3,stagnation,490163,129227,276561,0.99,5.35,45629,marketing_blitz,7,979591,0.28,0.1673,9.09
AlphaCorp,6,growth,277030,24828,33636,1.09,7.87,58523,marketing_blitz,4,1456584,0.07,0.3296,1.4
DeltaHealth,3,stagnation,497644,196901,63540,1.17,2.34,51939,expand_market,8,597845,0.26,0.7343,7.61
AlphaCorp,13,recession,682844,25922,99085,0.91,2.82,79208,price_cut,7,1803943,0.14,0.4275,3.63
GammaRetail,13,stagnation,624966,78940,149344,0.97,5.02,35332,launch_product,6,1449986,0.17,0.7942,9.73
BetaTech,13,recession,228372,149852,290514,1.11,5.29,75073,expand_market,2,410055,0.31,0.8994,9.15
DeltaHealth,1,recession,569790,12573,109060,1.02,9.95,90159,marketing_blitz,10,1915738,0.23,0.1857,7.66
BetaTech,8,growth,423350,13458,35117,1.1,9.88,68556,invest_rnd,3,1421232,0.08,0.1736,7.25
AlphaCorp,5,recession,560054,23407,229460,1.11,5.11,94398,marketing_blitz,1,444685,0.28,0.2613,6.88
AlphaCorp,20,stagnation,358393,92130,256474,1.09,3.16,93118,invest_rnd,3,224740,0.34,0.389,1.27
AlphaCorp,17,recession,117692,4734,74705,1.18,7.23,28633,launch_product,7,1674753,0.2,0.2721,9.58
GammaRetail,9,stagnation,126151,11479,262358,1.09,2.74,9829,price_cut,10,918883,0.22,0.9903,7.37
GammaRetail,13,stagnation,834509,143968,58922,0.85,3.49,74281,marketing_blitz,1,1345938,0.13,0.8801,8.44
DeltaHealth,13,stagnation,839226,98076,246487,1.12,5.85,38092,price_cut,8,629364,0.11,0.0322,6.37
BetaTech,5,stagnation,152547,82622,71596,0.84,9.51,16505,launch_product,7,1529579,0.19,0.185,8.26
AlphaCorp,14,growth,98128,18191,116258,0.96,1.26,14117,expand_market,3,421553,0.09,0.5269,9.23
AlphaCorp,11,stagnation,400759,181043,61919,0.94,7.07,40612,marketing_blitz,5,1285386,0.33,0.4294,1.68
AlphaCorp,14,growth,384572,42035,179785,0.86,8.79,97786,expand_market,7,1849853,0.09,0.1711,1.98
AlphaCorp,7,recession,185163,50887,235132,0.84,7.6,97819,launch_product,3,696092,0.11,0.8266,6.09
GammaRetail,24,stagnation,700246,101993,53098,0.92,5.34,36629,expand_market,7,985489,0.19,0.0679,6.12
BetaTech,17,recession,462834,88290,68476,1.07,8.72,76251,expand_market,6,896980,0.29,0.8237,5.98
BetaTech,4,growth,804099,175917,43588,0.88,8.04,26820,invest_rnd,2,989999,0.17,0.5304,4.85
DeltaHealth,10,stagnation,736881,23844,268806,1.19,7.6,91945,invest_rnd,2,27603,0.22,0.7291,4.03
GammaRetail,10,stagnation,141569,186023,40701,0.8,1.96,29679,invest_rnd,7,1617679,0.29,0.8455,1.82
AlphaCorp,15,growth,740500,92494,55655,1.03,7.34,2161,marketing_blitz,9,1817337,0.21,0.9053,2.08
BetaTech,20,recession,846828,54413,284355,1.02,2.4,94594,launch_product,10,949349,0.37,0.7185,1.5
BetaTech,12,growth,999361,23865,130327,0.91,9.08,74363,invest_rnd,4,214305,0.23,0.1457,1.02
GammaRetail,9,recession,934847,47734,179201,1.04,6.83,16442,launch_product,4,446249,0.22,0.4331,7.0
DeltaHealth,3,recession,741162,127304,238284,1.02,8.9,17889,launch_product,5,458666,0.17,0.0676,1.81
DeltaHealth,15,recession,874774,168657,258628,1.08,2.54,83424,launch_product,2,876504,0.07,0.2819,1.04
AlphaCorp,12,stagnation,645712,83333,138446,1.15,6.21,94970,launch_product,8,186921,0.15,0.6954,2.69
DeltaHealth,15,growth,124824,100006,177705,0.84,1.13,83234,invest_rnd,8,1847739,0.37,0.8006,1.57
BetaTech,1,stagnation,762686,153600,146553,1.13,1.84,48634,expand_market,5,1309527,0.1,0.7556,7.43
DeltaHealth,15,growth,155664,42731,169809,0.81,4.13,79850,launch_product,4,554512,0.19,0.1894,2.88
AlphaCorp,11,recession,862304,33273,31197,0.82,3.55,86561,marketing_blitz,2,343106,0.1,0.9599,1.02
BetaTech,5,stagnation,526093,30303,237338,1.16,8.21,23336,marketing_blitz,6,153999,0.25,0.841,9.25
DeltaHealth,7,stagnation,333359,84445,42926,1.08,5.89,51911,marketing_blitz,2,1553389,0.36,0.8501,6.94
DeltaHealth,12,stagnation,317112,86344,156340,1.06,9.14,73182,price_cut,6,76688,0.18,0.3132,7.1
GammaRetail,20,recession,668486,29243,255764,1.01,9.57,6853,expand_market,8,332789,0.08,0.0796,2.27
AlphaCorp,6,growth,353197,32444,219209,1.11,8.84,96869,launch_product,10,1561865,0.33,0.7211,3.82
DeltaHealth,22,recession,462366,113097,133940,1.09,3.56,13454,launch_product,3,1448005,0.23,0.3102,7.61
